path,category,linked_notes_count,footer_present,footer_link_count,dangling_targets,mismatch_detail,safe_auto_candidate,error
africana_studies/03_ways_of_knowing/the_telescope_as_epistemic_infrastructure.md,footer_missing,4,False,0,epistemology_and_exclusion; galileo_authority_break; hubble_scale_shock; ibn_al_haytham_optics,,False,
africana_studies/03_ways_of_knowing/wright_intellectual_life.md,dangling_target,8,True,8,black_historiography_as_combat_knowledge; cultural_meaning_making_hub; governance_hub; movement_and_memory_hub; new_negro_architecture_and_symbolic_power; oral_tradition_as_epistemology; ways_of_knowing_hub,,False,
africana_studies/03_ways_of_knowing/wright_intellectual_life_memory_palace.md,dangling_target,10,True,10,black_architecture_new_negro_space; black_historical_authority; black_leadership_problem; black_social_science_under_constraint; cultural_relativism_black_archive; scholars_without_portfolio; sumner_psychology_gatekeeping; wright_intellectual_life_dossier,,False,
africana_studies/04_science_and_technology/algorithmic_colonialism.md,ok,7,True,7,,,False,
africana_studies/04_science_and_technology/biomedical_extractivism.md,ok,2,True,2,,,False,
africana_studies/04_science_and_technology/black_technology_innovators.md,no_frontmatter,0,False,0,,,False,
africana_studies/04_science_and_technology/lewis_howard_latimer.md,mismatch,4,True,4,[[africana_studies_hub]]; [[black_technology_innovators]]; [[born_in_blackness_routes]]; [[science_and_technology_africana]],"linked_notes=['[[africana_studies_hub]]', '[[black_technology_innovators]]', '[[born_in_blackness_routes]]', '[[science_and_technology_africana]]'] | footer=['africana_studies_hub', 'black_technology_innovators', 'born_in_blackness_routes', 'science_and_technology_africana']",False,
africana_studies/05_cultural_meaning_making/black_aesthetic_architecture.md,footer_missing,3,False,0,africana_studies_harlem_renaissance,,False,
africana_studies/05_cultural_meaning_making/black_music_cultural_resistance.md,dangling_target,5,True,9,africana_studies_afrofuturism_speculative_thought,,False,
africana_studies/05_cultural_meaning_making/harlem_renaissance_black_arts.md,mismatch,2,True,3,,"linked_notes=['africana_studies_overview', 'sankofa_spine'] | footer=['africana_studies_overview', 'black_aesthetic_architecture', 'sankofa_spine']",False,
africana_studies/05_cultural_meaning_making/sarah_lewis_douglass_visuality_and_racial_adjudication.md,mismatch,5,True,9,,"linked_notes=['africana_studies_hub', 'black_aesthetic_architecture', 'diaspora_memory_architecture', 'racial_adjudication', 'the_telescope_as_epistemic_infrastructure'] | footer=['africana_studies_hub', 'black_aesthetic_architecture', 'black_revolutionary_network', 'diaspora_memory_architecture', 'knights_of_liberty', 'racial_adjudication', 'the_telescope_as_epistemic_infrastructure', 'tubman_counterintelligence_networks', 'underground_railroad']",False,
africana_studies/06_movement_and_memory/diaspora_memory_architecture.md,no_frontmatter,0,False,0,,,False,
africana_studies/06_movement_and_memory/gibbs_green_tragedy_counter_memory.md,ok,5,True,5,,,False,
africana_studies/06_movement_and_memory/green_book_mobility_infrastructure.md,dangling_target,4,True,4,victor_hugo_green,,False,
africana_studies/07_conceptual_structures/douglass_operating_system.md,ok,3,True,3,,,False,
africana_studies/07_figures_index/george_washington_williams.md,footer_missing,2,False,0,colonial_violence; neo_partition_africa,,False,
africana_studies/07_figures_index/gwendolyn_brooks.md,dangling_target,4,True,4,black_arts_movement; chicago_renaissance,,False,
africana_studies/07_figures_index/madam_cj_walker.md,ok,2,True,2,,,False,
africana_studies/08_periods_places_index/haitian_revolution_africana_lens.md,ok,4,True,4,,,False,
africana_studies/08_periods_places_index/harlem_renaissance.md,mismatch,2,True,2,structure_note_african_diaspora_themes,"linked_notes=['harlem_renaissance_black_arts', 'structure_note_african_diaspora_themes'] | footer=['african_diaspora_themes', 'harlem_renaissance_black_arts']",False,
africana_studies/09_reading_notes/carrscrolls/carrscroll_100.md,dangling_target,7,True,7,africana_reading_method; douglass_davis_baldwin_axis; douglass_rhetoric_weapons; elders_as_archive; monroe_doctrine_analysis,,False,
africana_studies/09_reading_notes/carrscrolls/carrscroll_177.md,ok,3,True,3,,,False,
africana_studies/09_reading_notes/carrscrolls/carrscroll_299.md,no_frontmatter,0,False,0,,,False,
africana_studies/09_reading_notes/carrscrolls/carrscroll_302.md,mismatch,1,True,2,,"linked_notes=['full_annotated_reading_list_icwc_100'] | footer=['africana_studies_hub', 'full_annotated_reading_list_icwc_100']",False,
africana_studies/09_reading_notes/carrscrolls/carrscroll_309.md,footer_missing,1,False,0,,,True,
africana_studies/09_reading_notes/carrscrolls/w_e_b_du_bois_rebel_with_a_cause_carrscroll.md,ok,12,True,12,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/africana_studies_african_diaspora.md,mismatch,12,True,11,african_cultural_retention; afrofuturism_cultural_movement; black_liberation_movement; black_politics_governance; global_black_culture; mass_incarceration_prison_industrial_complex; rebellion_code; resistance_through_ritual; slavery_atlantic_slave_trade; structure_note_african_diaspora_themes,"linked_notes=['african_american', 'african_cultural_retention', 'afrofuturism_cultural_movement', 'black_liberation_movement', 'black_politics_governance', 'global_black_culture', 'mass_incarceration_prison_industrial_complex', 'rebellion_code', 'resistance_through_ritual', 'sankofa_spine', 'slavery_atlantic_slave_trade', 'structure_note_african_diaspora_themes'] | footer=['african_american', 'african_cultural_retention', 'afrofuturism_overview', 'black_liberation_movement', 'black_politics_governance', 'digitalscorpyun_rebellion_code', 'global_black_culture', 'mass_incarceration_prison_industrial_complex', 'resistance_through_ritual', 'sankofa_spine', 'slavery_atlantic_slave_trade']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/africana_studies_black_culture_and_identity.md,mismatch,6,True,6,[[africana_studies_african_diaspora]]; [[africana_studies_afrofuturism]]; [[africana_studies_black_liberation_movement]]; [[africana_studies_pan_africanism_and_global_black_solidarity]]; [[resistance_through_ritual]]; [[sankofa_spine]],"linked_notes=['[[africana_studies_african_diaspora]]', '[[africana_studies_afrofuturism]]', '[[africana_studies_black_liberation_movement]]', '[[africana_studies_pan_africanism_and_global_black_solidarity]]', '[[resistance_through_ritual]]', '[[sankofa_spine]]'] | footer=['africana_studies_african_diaspora', 'africana_studies_afrofuturism', 'africana_studies_black_liberation_movement', 'africana_studies_pan_africanism_and_global_black_solidarity', 'resistance_through_ritual', 'sankofa_spine']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/africana_studies_black_liberation_movement.md,dangling_target,5,True,5,africana_studies_african_american; africana_studies_black_power_movement,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/africana_studies_civil_rights_movement.md,mismatch,5,True,11,africana_studies_african_american; africana_studies_black_music_cultural_resistance; africana_studies_black_panther_party; africana_studies_great_migration_urban_identity; africana_studies_mass_incarceration_prison_industrial_complex,"linked_notes=['africana_studies_african_american', 'africana_studies_black_music_cultural_resistance', 'africana_studies_black_panther_party', 'africana_studies_great_migration_urban_identity', 'africana_studies_mass_incarceration_prison_industrial_complex'] | footer=['africana_studies_african_american', 'africana_studies_black_liberation_movement', 'africana_studies_black_music_cultural_resistance', 'africana_studies_black_panther_party', 'africana_studies_great_migration_urban_identity', 'africana_studies_mass_incarceration_prison_industrial_complex', 'sankofa_spine']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/africana_studies_pan_africanism_and_global_black_solidarity.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/black_feminist_philosophy.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/digitalscorpyun_rebellion_code.md,mismatch,5,True,5,,"linked_notes=['algorithmic_colonialism', 'rebellion_code_changelog', 'sankofa_spine', 'structure_note_ai_ethics_framework', 'the-lion-of-anacostia-overview'] | footer=['algorithmic_colonialism', 'rebellion_code_changelog', 'sankofa_spine', 'structure_note_ai_ethics_framework', 'the lion of anacostia – project overview']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/discourse_on_colonialism.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/ethics_case_studies.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/legitimation_loop.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/political_ai.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/rebellion_code_changelog.md,mismatch,3,True,3,rebellion_greeting.ps1; scorpyunstyle_summary_guide,"linked_notes=['digitalscorpyun_rebellion_code', 'rebellion_greeting.ps1', 'scorpyunstyle_summary_guide'] | footer=['digitalscorpyun_rebellion_code', 'ritual_and_resistance', 'summary_styles_guide']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/structure_note_black_aesthetic_architecture.md,linked_notes_missing_or_empty,0,True,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/system_audit_index.md,linked_notes_missing_or_empty,0,True,0,,,False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/the_rise_of_totalitarianism.md,mismatch,1,True,2,null,"linked_notes=['null'] | footer=['note_three', 'note_two']",False,
africana_studies/99_legacy_topic_staging/00_core_frameworks/voting_rights.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/00_douglass_os/dos_01_sovereignty.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/african_american.md,dangling_target,6,True,8,africana_studies_pan_africanism_global_solidarity,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/charlemagne_to_christian_nationalism_carrscroll.md,ok,1,True,1,,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/civil_rights_movement.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/diasporic_literature_index.md,mismatch,4,True,2,decolonial_biology; nzinga_strategic_doctrine; sacred_texts,"linked_notes=['decolonial_biology', 'nzinga_strategic_doctrine', 'personal_development_digitalscorpyun', 'sacred_texts'] | footer=['note_three', 'note_two']",False,
africana_studies/99_legacy_topic_staging/01_historical_eras/matamba.md,footer_missing,7,False,0,africana_studies_key_movements; africana_studies_queen_nzinga_of_ndongo_and_matamba; decolonial_leadership_models,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/the_black_jacobins.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/the_scramble_for_africa.md,dangling_target,4,True,4,congo_basin; great_lakes_region; leopold_ii; neo_colonialism,,False,
africana_studies/99_legacy_topic_staging/01_historical_eras/tulsa_race_massacre_1921.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/02_geographic_regions/matamba_economic_power_ai_era.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/02_geographic_regions/nzinga_reign_achievements.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/02_geographic_regions/palestine_discussion.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/02_geographic_regions/ritual_displacement_africa.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/_meta.md,footer_missing,1,False,0,,,True,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/epistemic_resistance/africana_studies_colonial_resistance.md,footer_missing,5,False,0,resistance_through_ritual,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/epistemic_resistance/black_pain_algorithmic_resistance.md,mismatch,5,True,3,resistance_through_ritual,"linked_notes=['africana_studies_colonial_resistance', 'algorithmic_colonialism', 'resistance_through_ritual', 'structure_note_bias_detection_framework', 'tubman_counterintelligence_networks'] | footer=['black_identity_web', 'digitalscorpyun_rebellion_code', 'structure_note_bias_detection_framework']",False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/infrastructural_resistance/common_sense_as_revolutionary_communication_infrastructure.md,mismatch,3,True,3,legitimacy_conflict_framework; resistance_traditions,"linked_notes=['legitimacy_conflict_framework', 'resistance_traditions', 'ritual_and_resistance'] | footer=['algorithmic_colonialism', 'resistance_traditions', 'ritual_and_resistance']",False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/infrastructural_resistance/mutual_aid_societies.md,dangling_target,6,True,6,asa_g_hilliard; reconstruction_political_economy; trust_architecture,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/infrastructural_resistance/resisting_algorithmic_colonialism_nzinga_legacy.md,mismatch,3,True,4,digital_sanctuary_infrastructure,"linked_notes=['algorithmic_colonialism', 'digital_sanctuary_infrastructure', 'tubman_counterintelligence_networks'] | footer=['algorithmic_colonialism', 'queen_nzinga_mbande_1583_1663', 'tubman_as_a_model_for_digital_sanctuary', 'tubman_counterintelligence_networks']",False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/infrastructural_resistance/tubman_as_a_model_for_digital_sanctuary.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/methodological_resistance/tubman_counterintelligence_networks.md,ok,5,True,5,,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/organizational_resistance/black_panther_party_overview.md,dangling_target,3,True,3,bpp_ten_point_program; revolutionary_abolition_primer,,False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/organizational_resistance/knights_of_liberty.md,mismatch,3,True,3,,"linked_notes=['black_revolutionary_network', 'green_book_mobility_infrastructure', 'tubman_counterintelligence_networks'] | footer=['black revolutionary network', 'green_book_mobility_infrastructure', 'tubman_counterintelligence_networks']",False,
africana_studies/99_legacy_topic_staging/03_resistance_traditions/ritual_resistance/ritual_and_resistance.md,dangling_target,4,True,4,resistance_through_ritual,,False,
africana_studies/99_legacy_topic_staging/04_cultural_expressions/afrofuturism_overview.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/04_cultural_expressions/diaspora_in_the_digital_age.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/04_cultural_expressions/kwanzaa.md,footer_missing,2,False,0,,,True,
africana_studies/99_legacy_topic_staging/04_cultural_expressions/lord_of_the_rings_the_fellowship_of_the_ring.md,mismatch,4,True,3,- avm_codex_refactor; - digitalscorpyun_manifesto_and_syllabus; - reading_package_playbook; - session_context,"linked_notes=['- avm_codex_refactor', '- digitalscorpyun_manifesto_and_syllabus', '- reading_package_playbook', '- session_context'] | footer=[', """")}', 'note_three', 'note_two']",False,
africana_studies/99_legacy_topic_staging/04_cultural_expressions/on_tyranny_key_lessons.md,linked_notes_missing_or_empty,0,True,3,,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/africana_studies_lion_of_anacostia.md,dangling_target,5,True,5,africana_studies_political_movements; black_revolutionary_thought; civil_rights_strategy,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/africana_studies_syrian_civil_war.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/ai_defense_networks.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/diaspora_in_the_digital_age.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/goal_tracker_dashboard.md,linked_notes_missing_or_empty,0,True,3,,,False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/od_comply_personality_profile.md,mismatch,3,True,3,od_comply_test_prompts,"linked_notes=['agent_registry', 'avm_syndicate_gameplan', 'od_comply_test_prompts'] | footer=[', """")}', 'note_three', 'note_two']",False,
africana_studies/99_legacy_topic_staging/05_contemporary_issues/the_woke_mob_was_right.md,ok,3,True,3,,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/constance_baker_motley.md,footer_missing,3,False,0,legal_activism_as_infrastructure; thurgood_marshall,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/frederick_douglass/douglass_as_algorithm.md,dangling_target,3,True,3,douglass_davis_baldwin_axis; douglass_rhetoric_weapons,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/frederick_douglass/frederick_douglass.md,mismatch,7,True,7,algebra_real_world_applications; bias_detection; neural_networks_overview; structure_note_african_diaspora_themes,"linked_notes=['africana_studies_overview', 'algebra_real_world_applications', 'bias_detection', 'black_technology_innovators', 'neural_networks_overview', 'overview', 'structure_note_african_diaspora_themes'] | footer=['african_diaspora_themes', 'africana_studies_overview', 'algebra_real_world_applications', 'bias_detection', 'black_technology_innovators', 'neural_networks_overview', 'overview']",False,
africana_studies/99_legacy_topic_staging/06_key_figures/frederick_douglass/frederick_douglass_reconstruction_conflict.md,footer_missing,3,False,0,reconstruction_collapse_map; reconstruction_overview,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/langston_hughes.md,dangling_target,3,True,3,blues_tradition; cultural_hybridization,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/leroy_satchel_paige.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/maggie_lena_walker.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/mary_louvestre.md,footer_missing,1,False,0,,,True,
africana_studies/99_legacy_topic_staging/06_key_figures/nzinga_strategic_doctrine_for_ai_ethics.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/queen_nzinga_mbande_1583_1663.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/06_key_figures/shadrach_minkins.md,footer_missing,1,False,0,,,True,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/abolition_as_system.md,dangling_target,3,True,3,abolition_democracy,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/african_diaspora_themes.md,mismatch,11,True,11,african_diaspora_in_latin_america; black_liberation_movement; griot_architecture_sankofa_data,"linked_notes=['african_diaspora_in_latin_america', 'afrofuturism_overview', 'black_liberation_movement', 'diaspora_in_the_digital_age', 'diasporic_literature_index', 'digitalscorpyun_rebellion_code', 'griot_architecture_sankofa_data', 'haitian_revolution_africana_lens', 'ritual_and_resistance', 'sacred_tech_lens', 'sankofa_spine'] | footer=['african_diaspora_in_latin_america', 'africana_studies_black_liberation_movement', 'afrofuturism_overview', 'diaspora_in_the_digital_age', 'diasporic_literature_index', 'digitalscorpyun_rebellion_code', 'griot_architecture_sankofa_data', 'haitian_revolution_africana_lens', 'ritual_and_resistance', 'sacred_tech_lens', 'sankofa_spine']",False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/americas_reconstruction_failure.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/anthea_butler_800_church_crown_asc.md,footer_missing,1,False,0,,,True,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/asc_modern_civil_rights_holloway.md,dangling_target,4,True,4,nzinga_and_the_logic_of_diplomacy,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/atlantic_creoles_age_of_revolutions.md,footer_missing,3,False,0,age_of_revolutions; black_militias; francisco_menendez,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/black_business_traditions.md,ok,1,True,1,,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/black_revolutionary_network.md,dangling_target,7,True,7,civil_war; contraband_camps; lost_cause_myth; mary_louveste,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/douglass_operating_system.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/nzinga_logic_distributed_power_ai_ethics.md,mismatch,3,True,3,ai_governance; sacred_tech_manifesto,"linked_notes=['ai_governance', 'queen_nzinga_mbande_1583_1663', 'sacred_tech_manifesto'] | footer=['ai_ethics_overview', 'queen_nzinga_mbande_1583_1663', 'sacred_tech_ui']",False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/overview_douglass_os.md,ok,3,True,3,,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/parallel_infrastructure.md,ok,1,True,1,,,False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/politics_anticipatory_obedience.md,mismatch,4,True,4,resistance_through_ritual,"linked_notes=['algorithmic_colonialism', 'digitalscorpyun_rebellion_code', 'douglass_operating_system', 'resistance_through_ritual'] | footer=['algorithmic_colonialism', 'digitalscorpyun_rebellion_code', 'douglass_operating_system', 'ritual_and_resistance']",False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/reparations.md,mismatch,1,True,2,,"linked_notes=['overview_douglass_os'] | footer=['douglass_operating_system', 'overview_douglass_os']",False,
africana_studies/99_legacy_topic_staging/07_conceptual_structures/sacred_tech_lens.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/1804_haitian_independence.md,mismatch,2,True,3,decolonial_power_dynamics; haitian_revolution_cluster,"linked_notes=['decolonial_power_dynamics', 'haitian_revolution_cluster'] | footer=['africana_studies_hub', 'decolonial_power_dynamics', 'haitian_revolution_cluster']",False,
africana_studies/99_legacy_topic_staging/08_research_tools/born_in_blackness_routes.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/diasporic_literature_index.md,ok,4,True,4,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/echo_carrscroll_302b_carrscroll_20251229.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/emit_20260104154927d.md,footer_missing,1,False,0,,,True,
africana_studies/99_legacy_topic_staging/08_research_tools/honoring_ngugi_wa_thiongo.md,dangling_target,3,True,3,africana_studies_index,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/how_maga_new_right_was_born.md,mismatch,1,True,3,,"linked_notes=['sankofa_spine'] | footer=['sankofa_spine', 'white_philanthropy_carnegie_corporation_s_an_american_dilemma_and_the_making_of_a_white_world_order', 'white_trash_the_400_year_untold_history_of_class_in_america']",False,
africana_studies/99_legacy_topic_staging/08_research_tools/information_integrity_and_media_literacy.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/kemet_to_carthage_to_cordoba_ubw_lineage_map.md,dangling_target,9,True,9,amazigh_history_overview; carthage_civilization_overview; cordoba_house_of_wisdom; fez_translation_network; hannibal_codex; kemet_cosmology_overview; moorish_science_and_engineering; renaissance_african_foundations; ubw_master_index,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/online_articles.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/README.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/refactor_script_manifest.md,no_frontmatter,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_algorithmic_bias_in_predictive_policing_20260101121753.md,footer_missing,3,False,0,sankofacut_protocol; scorpyunstyle_protocol,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101134740.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_convict_leasing_datafication_and_the_algorithmic_afterlife_of_reconstruction_labor_control_20260101150531.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_james_longstreet_20260102064550.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_lies_20260101200133.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_moore_s_law_20260103095422k.md,ok,2,True,2,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_papers.md,linked_notes_missing_or_empty,0,True,2,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/research_reconstruction_policing_and_the_birth_of_carceral_governance_20260101125606.md,linked_notes_missing_or_empty,0,False,0,,,False,
africana_studies/99_legacy_topic_staging/08_research_tools/task_dashboard.md,dangling_target,4,True,4,vault_structure_emitter,,False,
africana_studies/99_legacy_topic_staging/09_black_innovators/judy_reed.md,linked_notes_missing_or_empty,0,True,0,,,False,
africana_studies/99_legacy_topic_staging/analysis/Africana Studies - Cultural Frameworks.md,dangling_target,4,True,4,afrocentricity; black_radical_tradition; intersectionality,,False,
africana_studies/99_legacy_topic_staging/conflict_analysis/nat_turner_oct7_liberation_ethics.md,dangling_target,4,True,4,africana_freedom_philosophies,,False,
africana_studies/99_legacy_topic_staging/palestinian_liberation/free_palestine_movement.md,mismatch,7,True,3,00_index; africana_studies_arab_nationalism_baathist_politics; africana_studies_israeli_palestinian_conflict; africana_studies_palestinian_liberation_movements; africana_studies_resistance_politics; africana_studies_syria,"linked_notes=['00_index', 'africana_studies_arab_nationalism_baathist_politics', 'africana_studies_israeli_palestinian_conflict', 'africana_studies_palestinian_liberation_movements', 'africana_studies_resistance_politics', 'africana_studies_syria', 'africana_studies_syrian_civil_war'] | footer=[', """")}', 'note_three', 'note_two']",False,
africana_studies/99_legacy_topic_staging/palestinian_liberation/palestine_tech_resistance.md,mismatch,8,True,3,africana_studies_israeli_palestinian_conflict; bias_flag.py; drone_simulation.py; mau_mau_cybernetics; sankofa-data-temple; techno_feudalism_blood_minerals,"linked_notes=['adinkra_encryption_protocols', 'africana_studies_israeli_palestinian_conflict', 'africana_studies_syrian_civil_war', 'bias_flag.py', 'drone_simulation.py', 'mau_mau_cybernetics', 'sankofa-data-temple', 'techno_feudalism_blood_minerals'] | footer=[', """")}', 'note_three', 'note_two']",False,
